PLT_CN,meantemp,precip
2945854010690,2.198214104825894,55.928638577461236
2946849010690,1.0555140190773562,75.38913549409055
2947465010690,2.0245948776970817,49.44261716399649
2947512010690,0.03969636697460656,94.81401977247924
2947562010690,1.6746146940435926,68.64983009426507
2947995010690,0.08709240958352808,90.51727060083509
2948316010690,1.85216377544787,63.40427324874173
2949021010690,1.0134513169306518,66.99978542268866
2949126010690,3.2362071036112576,34.595321009359736
2951056010690,2.19642202941687,46.53046699522352
2951263010690,2.263101078303296,46.54312299119413
2951801010690,0.5892178261511967,67.92392002237905
2952479010690,1.6483601492832696,45.33825327031831
2952875010690,0.7465940516262151,48.70917816430625
2958863010690,2.753062700745126,56.99058585857401
2959110010690,1.4405631199096816,52.216259107731354
2959760010690,-1.48461096839197,105.65909991253524
2959800010690,-0.09311964115654853,73.6865049517489
2959864010690,-0.4031402659138533,70.180895965998
2963321010690,1.3597359645259937,70.47250415566731
2968784010690,0.8911938909714024,65.04846034604724
2969018010690,0.6115317648570033,73.00276815655208
2969672010690,1.9031951285466642,60.069519069721984
2974563010690,0.8838589029980626,124.36186808259181
2974596010690,2.9945965438318827,79.91836226812684
2974850010690,1.4898642680988865,119.87222110376487
2975143010690,1.5279290402164414,112.67489020160487
2975322010690,1.0131452149890594,132.50559330515242
2976020010690,2.137954206150194,95.26964603949695
2977006010690,1.876447607121387,108.12524174148886
2981705010690,2.086087047510662,111.15083919913069
2983273010690,2.206957497088801,100.22975081461098
2986140010690,1.7386316017008756,88.5762120547271
2987553010690,0.9276315971060958,110.97635302665604
2987753010690,2.5401435683723643,89.07260148930472
2988755010690,2.075139440147444,108.06532185915673
2989041010690,1.0298415854013836,140.96600748583822
2989542010690,3.691908421876446,87.45956190879588
2992746010690,1.1561377956118435,125.90030689975215
3004811010690,2.2442244234574207,70.25573429809545
3004871010690,2.253320961972541,79.46409329211359
3005719010690,1.922209159218477,81.47976658392464
3006125010690,2.2708844906477976,61.401464514999894
3006175010690,1.8926229401715,74.85679951821616
3007747010690,1.7483440559425982,58.081848997094056
3007939010690,1.8277186486434354,67.82000329431527
3008116010690,0.7342405065781937,70.89312294725538
3017612010690,1.5129566835646788,64.1272492129417
3017946010690,1.6089463715960983,62.30425417049489
3020373010690,1.61383786066758,162.35099497565344
3023957010690,1.014911712905148,99.57982837662051
3024763010690,1.2494075888506189,98.67543067210184
3060283010690,0.4897508323246388,81.58888939465626
3062788010690,0.8397743420438339,73.28525002910555
3062802010690,0.7130886999227064,73.96052976395234
3063258010690,0.27982260685030985,76.45715755322585
3063873010690,2.065694305185527,61.4427112558789
3064304010690,-0.01818853155663687,86.1342755235707
3064446010690,0.9637198816934852,65.70920711118887
3064506010690,1.6706889495371704,60.18309485346767
3064565010690,1.5150589962377903,65.4244818284911
3064854010690,-0.45145132442126135,94.1140386944655
3065050010690,-0.183184002437737,80.59492158801248
3065361010690,0.6187586617539252,64.25569219823325
3065506010690,2.134974837287025,51.948970265858634
3065883010690,2.0578704640577032,50.74302479260825
3067601010690,1.18187005202541,67.25170546238965
3076871010690,1.6527858930036718,145.35711142961736
3078947010690,4.346915443172362,63.4012647554426
3080130010690,2.6489702949900056,117.64534237592639
3091520010690,1.720905112443037,64.3217071764411
3092036010690,1.401170794631734,67.63988604403959
3092650010690,1.8484286395668643,57.435004925963895
3093005010690,-0.31658456872045276,92.8543358529755
3093516010690,1.1130169205326836,60.07280452337989
3093735010690,-0.34764191773531844,83.93954794044934
3093784010690,0.1692062731334811,80.59297204718109
