PLOT_CN,meantemp,precip
11806586010690,1.751743405107593,78.21124745615245
12283667010690,1.876966987342997,72.61821206277943
188773542020004,1.5942660890818918,65.26280771466372
2976020010690,2.1379542061501944,95.26964603949695
3118347010690,1.4129913401207022,91.57264274968566
3315056010690,2.005232675220793,101.11420296875164
356008799489998,0.38148639057766776,85.27471123866908
356009358489998,1.9499983571026696,55.673169071524846
356009465489998,1.0326860540887655,88.44159237927336
40405619010690,-0.7334480147104535,56.663147667256915
40405670010690,-0.30002887580941806,56.14199510442935
40405766010690,-0.31883167481609304,68.8715156051192
40405776010690,-0.07435972768165602,57.46376567668352
40405821010690,-0.8801423201758933,79.4051137882294
40406795010690,-0.37565882526731526,78.60289118156182
40406817010690,-0.0455511514334317,87.98011383404433
40406874010690,-0.5932929065192223,78.6226287321879
40407564010690,0.044864271163845164,86.31588359162359
40407634010690,1.9367875379287192,66.49255775775846
40407635010690,0.5902858879922417,46.34490259164459
40407655010690,0.0011019133149128455,171.7583835084397
40418122010690,-1.3813081765134372,99.18296701930734
40418147010690,0.7907718654578666,32.734661681620594
40418185010690,0.4086443837478979,37.3234916731666
40418203010690,0.5824253361397647,50.808523898372556
40418366010690,1.4062941512430092,50.431311889253436
40418411010690,-0.41064026436411927,57.739095655063984
40418449010690,1.191880360792434,50.03680858030768
40418767010690,-0.2528209570524814,55.40108581531559
40418776010690,-0.98785478738516,64.68662548375012
40420584010690,-0.4265037106919941,88.59040423863792
40420644010690,0.7188935708139312,67.55341901322797
40420692010690,0.9336353171743197,51.1133663479251
40420699010690,1.1713733488185045,61.65697189801597
40420799010690,0.9285581731572694,70.81293577486926
40420927010690,-0.14544636189819254,88.57712856259677
40420989010690,-1.718397690437768,75.01319797066571
40421014010690,0.13617822682913763,74.79655767165788
40421037010690,1.1249096505560991,52.74063624967837
40421040010690,-0.3143745832947826,59.07529866605653
40421473010690,1.0030412586362074,47.078839092832
40421476010690,0.7242190643779821,42.1769497479787
40421773010690,-0.6738584995081128,80.84302480614717
40422643010690,0.5251658413698091,62.10098425271881
40422684010690,0.21970008562431165,126.53466179465303
40422709010690,0.008176572739973409,84.66366342664158
40422728010690,0.8669707142171049,118.77882663507272
40422794010690,0.0011019133149128455,171.7583835084397
40422914010690,0.9758279761958409,79.48245630366574
40422931010690,0.05592162044122942,64.21316992061169
5393380010690,2.6896200416872444,55.2967227973757
5393622010690,1.3731010780907862,77.96026228127306
547769031126144,2.074790011764532,92.44753039239755
547769069126144,1.634151822670379,92.99141911798381
548482189126144,1.6017904183032028,165.2402705119388
667906362126144,1.7649009988932154,98.15083167871626
